,initial_possession
Georginio Wijnaldum,17
Mohamed Salah,4
Adam Lallana,0
Dejan Lovren,0
Alisson Becker,19
Simon Mignolet,0
Fabinho,27
Andy Robertson,35
Joe Gomez,25
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,35
Rafael Camacho,0
Nathaniel Clyne,0
Xherdan Shaqiri,20
Roberto Firmino,8
Sadio Mané,25
Daniel Sturridge,5
Divock Origi,4
Naby Keïta,3
Jordan Henderson,0
Trent Alexander-Arnold,47
Alex Oxlade-Chamberlain,0
James Milner,0
Loris Karius,0
Alberto Moreno,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
